R0000100,R0003300,R0005700,R0060300,R1051600,R1302000,R1302100,R1303400,R6235600,R6502300,R6513700,R6516200,R6520300,R6553600,R7289200,R7289400,R7293430,R7312300,R7329900,R7330000,R7337600,R7344600,R7344700,R7347500,R7347600,R7347700,R7477700,R7477800,R7610300
44,6,-4,124,-4,1,5,6,18,-4,56,1,10,-4,0,1,373,118000,3,2,-4,1,1,3000,5000,2000,2,1,0
49,1,18,131,-4,0,-4,4,12,-4,56,3,-4,-4,0,1,607,20000,2,25000,-4,2,0,0,0,5000,2,0,0
50,6,-4,-4,-4,0,-4,4,16,14,51,4,-4,-4,1,1,562,30000,1,50000,-4,2,0,200,200,100,2,0,0
51,6,-4,96,-4,0,-4,10,14,-4,53,5,-4,-4,0,1,705,42000,3,42000,-4,2,0,10000,0,0,2,0,0
62,6,16,-4,-4,0,-4,1,-5,-4,53,4,-4,4,1,1,577,30000,1,-2,-4,1,0,-2,-2,-2,2,0,0
66,6,19,107,-4,0,-4,11,13,-4,54,1,8,-4,0,1,486,22000,3,50000,-4,2,1,0,0,10000,2,0,0
67,6,-4,114,-4,0,-4,8,15,-4,55,1,10,-4,0,1,479,13000,2,35000,-4,2,0,0,0,0,2,0,0
70,6,-4,112,-4,0,-4,2,14,-4,51,1,4,-4,0,1,424,21800,3,40000,-4,2,0,1000,5000,4000,2,0,0
76,6,-4,-4,11,1,6,1,11,-4,51,6,-4,-4,0,-4,610,-4,7,-2,-4,2,0,0,10000,0,2,0,0
95,6,16,76,11,1,-4,10,11,-4,53,6,-4,-4,1,1,515,-4,7,30000,-4,2,0,2500,0,7500,2,1,0
104,6,-4,106,-4,0,-4,1,17,-4,56,1,10,-4,0,1,451,30000,2,-2,-4,1,0,-1,-1,-1,2,0,0
105,6,-4,109,-4,0,-4,-4,16,-4,56,1,10,-4,0,1,416,28000,4,-2,-4,2,0,7000,0,3000,2,0,0
130,1,18,100,-4,1,8,30,12,-4,58,1,8,-4,1,1,416,-4,5,-2,-4,2,0,-2,-2,-2,2,0,0
132,6,16,-4,-4,0,-4,4,12,-4,51,4,-4,-4,0,-4,678,-4,7,16000,-4,3,0,0,2500,7500,2,1,0
141,1,17,103,-4,-5,-5,-5,14,-4,58,4,-4,-4,0,1,431,63600,2,50000,-4,2,0,3300,3300,3400,2,0,0
142,1,22,999,18,0,-4,15,18,-4,58,1,4,-4,0,1,416,91000,2,35000,-4,1,1,5000,2500,2500,2,0,0
185,6,-4,128,-4,0,-4,-4,16,-4,53,4,-4,-4,0,1,563,15000,4,36000,1,2,1,0,0,10000,2,1,0
194,1,-4,102,-4,0,-4,-4,16,-4,59,1,4,-4,0,-4,452,-4,1,40000,-4,1,1,10000,0,0,2,0,0
200,6,19,112,-4,0,-4,3,14,-4,55,1,10,-4,0,1,498,24000,2,65000,-4,2,1,3300,3300,3400,2,0,0
206,6,-4,119,-4,-5,-5,-5,17,-4,52,1,8,-4,0,-4,373,47000,1,30000,1,1,1,0,0,10000,2,0,0
228,6,-4,-4,-4,0,-4,30,16,-4,57,4,-4,-4,0,-4,428,-4,2,40000,-4,2,1,8000,1000,1000,2,0,1
230,6,-4,124,-4,0,-4,1,16,-4,51,1,10,-4,0,1,458,36900,2,48000,-4,2,0,5000,5000,0,2,0,0
231,1,21,127,-4,0,-4,8,16,-4,57,1,10,-4,0,1,373,50000,2,100000,-4,1,0,5000,2500,2500,2,0,0
250,1,19,101,-4,0,-4,4,18,-4,58,1,8,-4,0,1,416,74000,1,50000,-4,1,1,3000,3000,4000,2,0,1
254,6,18,103,-4,0,-4,2,14,-4,54,4,-4,-4,0,1,623,70000,2,-2,-4,1,1,2000,4000,4000,2,0,1
257,6,-4,103,-4,1,4,1,17,-4,53,4,-4,-4,1,1,373,43000,2,70000,1,1,1,3000,0,1000,2,1,1
269,6,-4,117,-4,0,-4,1,18,-4,55,1,8,-4,0,1,551,42000,3,70000,1,2,0,10000,0,0,2,1,0
297,6,21,107,-4,0,-4,-4,16,-4,57,1,8,-4,0,1,565,-4,2,40000,-4,1,0,-2,-2,-2,2,0,0
306,6,-4,101,-4,0,-4,10,14,-4,52,1,8,-4,0,1,565,10400,3,75000,-4,2,0,4000,3000,3000,2,1,0
307,6,-4,-4,-4,0,-4,3,13,-4,50,4,-4,-4,0,0,373,37000,3,38000,-4,1,0,4000,0,6000,2,1,0
312,6,-4,122,-4,0,-4,-4,15,-4,51,1,10,-4,0,0,480,44000,2,50000,1,2,0,6000,3000,1000,2,1,0
315,6,-4,126,-4,1,15,8,16,-4,53,1,10,-4,0,1,585,110000,1,99999,-4,2,1,3330,3330,3330,2,1,0
322,6,18,125,-4,0,-4,-4,15,-4,56,4,-4,-4,0,-4,447,10000,4,10000,-4,2,0,3000,5000,2000,2,0,0
329,6,17,113,-4,-5,-5,-5,16,-4,57,1,8,-4,0,1,427,-4,3,30000,-4,2,0,0,3500,6500,2,0,1
336,1,17,96,12,-5,-5,-5,-5,-4,58,1,8,-4,0,1,523,18000,2,45000,-4,1,0,3300,3300,3300,2,1,0
340,1,19,117,-5,0,-4,-4,-5,-4,60,1,6,-4,1,0,502,-4,7,60000,1,4,0,0,0,0,2,0,1
350,6,-4,108,-4,0,-4,3,15,-4,54,4,-4,-4,0,1,607,47000,3,50000,-4,2,0,0,0,10000,2,1,1
352,6,-4,-4,-4,0,-4,-4,13,-4,50,1,4,-4,0,0,512,-2,3,-2,-4,2,1,0,10000,0,2,1,0
356,1,21,121,-4,0,-4,1,16,-4,58,1,10,-4,0,1,420,32000,1,-2,-4,1,1,3300,3300,3300,2,0,0
358,1,17,109,-4,0,-4,1,12,-4,60,1,8,-4,0,0,376,41500,2,50000,-4,2,0,3300,3300,3300,2,0,0
361,6,18,-4,-4,0,-4,10,16,-4,53,1,6,-4,0,1,508,-4,4,-1,-4,2,0,10000,0,0,2,0,0
362,6,18,94,-4,1,-4,4,-5,-4,54,1,4,-4,1,1,520,-1,4,-1,-4,1,0,-2,-2,-2,2,2,0
369,6,-4,120,-4,0,-4,1,14,-4,51,4,-4,-4,0,1,517,50000,2,80000,1,2,1,500,2000,7500,2,1,0
371,1,17,96,-4,1,10,30,12,-4,59,1,6,-4,0,1,512,10000,7,65000,-4,3,0,3333,3333,3333,2,0,0
385,6,-4,105,-4,0,-4,20,12,-4,54,1,10,-4,0,1,373,75000,2,-2,-4,1,1,5000,5000,0,2,0,0
389,6,-4,97,-4,0,-4,-4,14,-4,55,1,7,-4,0,1,424,13000,2,60000,-4,1,1,10000,1000,500,2,0,0
390,6,-4,124,-4,0,-4,2,16,-4,56,1,6,-4,0,0,373,-4,2,40000,-4,2,0,5000,5000,0,2,1,0
396,6,-4,94,-4,-5,-5,-5,14,-4,51,4,-4,-4,0,-4,429,24000,2,29000,-4,1,1,2000,0,8000,2,0,0
402,6,-4,106,-4,0,-4,-4,12,-4,51,1,4,-4,0,-4,552,-2,2,-2,-4,2,0,-2,-2,-2,2,0,0
409,6,-4,112,-4,0,-4,2,14,-4,51,1,5,-4,0,1,373,35000,2,-2,-4,2,0,7400,0,0,2,2,0
424,6,-4,130,16,1,3,29,16,-4,50,4,-4,-4,0,-4,628,20000,3,40000,-4,2,1,-2,-2,-2,2,1,0
425,6,-4,-4,-4,0,-4,-4,12,-4,49,4,-4,-4,0,-4,555,8800,3,8800,-4,2,0,-2,-2,-2,2,0,0
429,1,19,108,-4,0,-4,4,13,-4,58,1,6,-4,0,1,416,-4,2,27500,-4,1,0,5000,0,5000,2,0,1
430,6,-4,108,-4,0,-4,5,16,-4,53,1,8,-4,0,1,677,74000,3,100000,-4,1,0,1000,4000,5000,2,0,0
441,1,16,69,-4,0,-4,-4,9,-4,57,1,4,-4,0,1,373,25000,2,-2,-4,2,0,0,0,10000,2,0,0
447,1,17,112,-4,0,-4,12,12,-4,54,1,8,-4,0,1,416,12000,2,20000,-4,1,0,0,0,0,2,0,0
450,6,-4,114,-4,0,-4,4,14,-4,54,1,8,-4,0,1,373,15000,2,-2,-4,1,0,2000,2000,5000,2,0,0
455,6,-4,99,-4,0,-4,2,13,-4,54,1,4,-4,0,1,741,-4,2,45000,-4,4,1,0,0,10000,2,1,0
457,6,-4,127,-4,1,10,3,14,-4,53,4,-4,-4,1,0,581,26000,3,35000,-4,2,0,2500,0,7500,2,0,0
460,6,17,99,-4,0,-4,-4,13,-4,57,1,4,-4,0,0,427,7000,3,-2,-4,1,0,0,1000,9000,2,0,0
478,6,18,104,12,0,-4,-4,12,-4,53,1,10,-4,0,-4,373,27000,2,-1,-4,1,1,8000,500,1500,2,0,0
480,6,-4,95,-4,0,-4,-4,13,-4,53,1,10,-4,0,-4,557,-4,1,70000,-4,2,1,0,0,10000,2,2,0
481,6,-4,-4,-4,0,-4,-4,12,-4,51,1,4,-4,0,-4,479,38000,3,50000,-4,2,0,3300,3300,3400,2,1,0
499,1,16,-4,-4,1,10,-4,10,-4,53,4,-4,-4,1,1,584,15000,4,20000,-4,2,0,3300,3300,3300,2,2,0
504,1,22,109,-4,0,-4,-4,16,-4,58,1,10,-4,0,-4,426,-1,2,-2,-4,1,0,-2,-2,-2,2,0,0
509,6,-4,127,-4,0,-4,10,18,-4,51,4,-4,-4,0,1,426,80000,2,60000,-4,1,1,3000,3000,3000,2,1,1
510,6,-4,-4,-4,1,-4,-4,12,-4,50,1,4,-4,1,0,373,35000,3,100000,-4,2,0,0,0,2000,2,0,0
511,6,-4,-4,-4,1,15,4,13,-4,50,1,4,-4,1,1,500,16000,3,35000,-4,2,1,0,0,10000,2,0,0
517,6,19,124,-4,0,-4,1,15,-4,54,1,6,-4,0,1,493,700,3,-2,-4,1,1,7000,3000,0,2,0,1
518,1,18,94,-4,0,-4,1,12,-4,58,4,-4,-4,0,1,541,25000,3,25000,-4,2,0,0,0,10000,2,1,0
526,6,17,103,-4,0,-4,1,12,-4,53,1,4,-4,0,1,373,35000,2,35000,-4,2,0,5000,2500,2500,2,0,0
529,6,-4,114,-4,0,-4,-4,18,-4,52,1,9,-4,0,-4,373,70000,4,-2,-4,1,1,0,0,2000,2,1,1
540,1,16,93,-4,0,-4,12,15,-4,57,1,3,-4,0,1,461,-2,3,30000,-4,2,0,0,0,10000,2,1,0
542,1,18,-4,-4,0,-4,1,12,-4,58,1,4,-4,0,1,416,-1,1,-1,-4,1,0,7500,2000,500,2,0,0
548,6,-4,117,-4,0,-4,1,-5,-4,53,1,4,-4,0,1,373,38000,3,60000,-4,1,0,5000,0,5000,2,0,0
582,6,18,115,-4,0,-4,-4,16,-4,58,4,-4,-4,0,1,519,50000,5,65000,-4,2,1,5000,0,5000,2,0,0
585,1,17,113,-4,0,-4,3,12,-4,58,1,4,-4,0,1,507,-4,2,30000,-4,1,0,5000,0,5000,2,0,0
587,6,-4,139,-4,0,-4,4,18,-4,57,1,10,-4,0,-4,373,80000,3,90000,-4,1,1,6000,1000,3000,2,0,0
588,1,20,114,-4,0,-4,5,16,-4,60,1,10,-4,0,1,466,-4,4,60000,-4,1,0,2500,2500,5000,2,0,0
596,6,17,-4,-5,-5,-5,-5,-5,-4,53,1,6,-4,0,1,380,-4,2,60000,-4,2,0,2000,2000,6000,2,2,0
612,5,16,95,-5,-5,-5,-5,12,-4,58,5,-4,-4,0,1,530,-4,4,-2,-4,2,0,2500,2500,5000,2,1,1
617,6,-4,122,-4,0,-4,5,-5,-4,57,1,10,-4,0,1,503,92000,1,-2,-4,1,0,0,5000,5000,2,0,0
618,6,-4,132,-4,0,-4,1,16,-4,55,1,10,-4,0,1,495,79999,1,80000,-4,1,0,2500,5000,2500,2,0,1
637,1,18,-4,-4,0,-4,-4,-5,-4,55,4,-4,-4,0,-4,723,-4,5,8400,-4,2,0,5000,0,5000,2,1,0
639,1,18,99,-4,0,-4,-4,18,-4,60,1,6,-4,0,0,379,60000,2,80000,-4,1,1,10000,0,0,2,2,0
641,6,22,126,-4,1,-4,-4,18,-4,57,4,-4,-4,0,1,373,83000,2,60002,-4,1,0,0,0,10000,2,0,0
653,6,-4,-4,-4,1,5,-4,-5,-4,53,1,4,-4,1,-4,373,-2,2,30000,-4,1,0,-2,-2,-2,2,2,0
656,1,17,-4,-4,1,-4,-4,12,-4,57,1,5,-4,1,-4,453,-1,1,15000,-4,1,0,-1,-1,-1,2,0,0
680,1,17,94,-4,0,-4,-4,12,-4,59,4,-4,-4,0,-4,522,-4,4,-1,-4,2,0,200,200,200,2,2,0
683,1,21,130,-4,1,15,5,16,-4,60,1,10,-4,0,0,507,-4,2,60000,-4,1,0,0,0,10000,2,0,0
687,6,-4,100,-4,0,-4,1,12,-4,49,1,6,-4,0,-4,373,30000,4,-2,-4,2,0,-2,-2,-2,2,0,0
690,6,-4,123,-4,0,-4,5,16,-4,54,1,6,-4,0,1,373,-2,1,75000,-4,1,1,5000,0,5000,2,0,0
696,1,19,96,-4,0,-4,-4,14,-4,58,4,-4,-4,0,1,607,28000,4,34000,-4,1,0,0,0,10000,2,0,0
697,6,19,91,-4,0,-4,-4,14,-4,56,1,4,-4,0,0,454,43000,2,40000,-4,1,0,2000,2000,6000,2,0,0
699,6,22,118,-4,0,-4,5,16,-4,58,4,-4,-4,0,1,570,120000,1,50000,-4,2,1,-2,-2,-2,2,0,0
714,6,-4,94,-4,-5,-5,-5,18,-4,51,1,8,-4,0,1,603,50000,2,50000,-4,2,0,3000,3000,3000,2,0,0
727,6,-4,121,-4,1,10,16,12,-4,52,1,8,-4,1,1,548,15000,2,12000,-4,1,0,1000,4500,4500,2,0,0
734,6,-4,109,-4,1,5,6,18,-4,54,1,10,-4,1,1,438,103000,1,60000,-4,1,0,2000,3000,5000,2,1,1
741,6,-4,117,-4,0,-4,3,18,-4,56,1,10,-4,0,1,474,25000,4,40000,-4,1,0,0,10000,0,2,0,0
742,6,-4,104,-4,0,-4,2,18,-4,55,4,-4,-4,0,1,496,-1,3,-2,-4,1,0,0,0,0,2,0,1
753,6,-4,112,-4,0,-4,2,14,-4,52,4,-4,-4,0,1,591,39000,1,30000,1,1,1,10000,0,0,2,1,0
768,6,-4,88,-4,0,-4,2,12,-4,52,4,-4,-4,0,0,644,3000,6,-2,-4,4,0,5000,0,5000,2,1,0
769,6,18,108,-4,1,10,1,12,-4,56,1,4,-4,0,-4,420,-4,1,-1,-4,1,0,-1,-1,-1,2,0,0
770,6,-4,116,-4,1,-4,-4,18,-4,55,1,9,-4,0,-4,429,72000,1,-2,-4,1,0,-2,-2,-2,2,0,0
775,6,-4,115,-4,0,-4,1,16,-4,51,4,-4,-4,0,1,373,75000,2,40000,1,1,0,5000,5000,0,2,1,0
776,1,16,999,-5,1,-4,-4,10,-4,60,5,-4,-4,1,-4,463,-4,2,8478,-4,1,0,-2,-2,-2,2,0,0
785,1,23,121,-4,0,-4,-4,18,-4,60,4,-4,-4,0,1,441,65000,3,-2,-4,1,0,-2,-2,-2,2,1,1
802,6,17,114,-4,1,10,2,12,-4,53,1,4,-4,0,1,487,35000,2,70000,-4,2,0,3330,3330,3340,2,1,0
820,6,-4,122,-4,-5,-5,-5,18,-4,56,1,10,-4,0,1,381,-1,-1,-1,-4,1,1,-1,-1,-1,2,0,1
827,6,18,121,-4,0,-4,25,14,-4,54,1,8,-4,0,1,479,-4,1,50000,-4,1,0,7500,0,2500,2,1,0
843,1,17,116,-4,0,-4,8,12,-4,56,4,-4,-4,0,0,494,12780,6,30000,-4,2,0,0,0,10000,2,0,1
850,1,18,102,-4,0,-4,-4,12,-4,59,1,4,-4,0,-4,617,-4,5,48000,-4,2,0,3000,2000,5000,2,0,0
859,6,-4,112,-4,0,-4,1,12,-4,51,1,4,-4,0,1,376,40000,4,100000,-4,2,0,0,0,10000,2,1,0
881,2,-4,-4,-4,0,-4,3,16,-4,56,1,8,-4,0,-4,454,-4,3,80000,-4,2,0,-2,-2,-2,2,2,0
898,6,-4,108,-4,0,-4,-4,16,-4,54,1,6,-4,0,1,426,55000,3,55000,-4,1,1,0,5000,5000,2,0,0
906,1,-4,-4,-4,0,-4,1,16,-4,50,1,8,-4,0,0,373,35000,3,60000,-4,1,0,0,5000,5000,2,1,0
914,2,-4,112,-4,0,-4,1,18,-4,59,1,10,-4,0,-4,377,150001,4,-2,-4,3,0,3000,4000,3000,2,1,0
915,6,-4,114,-4,0,-4,5,18,-4,58,1,10,-4,0,1,465,65000,2,60000,-4,2,0,7000,3000,0,2,0,0
924,1,-4,120,-4,0,-4,2,18,-4,55,1,4,-4,0,1,373,60000,5,60000,-4,2,1,0,10000,0,2,0,0
936,6,-4,127,-4,0,-4,1,18,-4,58,1,10,-4,0,1,498,14000,2,70000,-4,1,0,3000,5000,2000,2,0,1
938,1,21,123,16,0,-4,8,16,-4,58,5,-4,-4,0,1,484,-4,3,30000,-4,2,0,0,4000,6000,2,0,0
947,1,-4,111,-4,0,-4,1,17,-4,56,1,8,-4,0,0,373,-4,1,80000,-4,1,1,5000,0,5000,2,0,1
948,1,19,94,14,0,-4,6,-5,-4,55,1,10,-4,0,1,373,45000,3,90000,-4,1,0,600,0,200,2,0,1
955,6,-4,100,-4,1,10,20,12,-4,52,1,7,-4,0,1,373,-4,2,35000,-4,1,0,0,10000,0,2,0,0
956,1,18,-4,-4,0,-4,-4,11,-4,56,4,-4,-4,0,-4,506,-4,6,8220,-4,3,0,1000,0,9000,2,0,0
957,6,17,111,-4,0,-4,-4,12,-4,54,1,10,-4,0,-4,461,25500,4,60000,-4,3,1,5000,2500,2500,2,0,0
958,6,-4,103,-4,0,-4,3,12,-4,51,1,4,-4,0,-4,416,-1,3,30000,-4,1,0,5000,5000,0,2,0,0
960,6,17,92,-4,0,-4,5,-5,-4,55,1,-4,-4,0,1,455,-4,1,26000,-4,1,1,5000,5000,0,2,0,0
961,6,18,119,-4,0,-4,2,-5,-4,55,1,8,-4,0,1,428,-1,3,-2,-4,1,1,0,0,10000,2,0,0
963,1,18,109,-4,0,-4,-4,18,-4,56,4,-4,-4,0,-4,549,37000,3,30000,-4,2,1,2500,7500,0,2,0,0
980,6,-4,114,-4,1,-4,3,15,-4,51,1,4,-4,0,1,420,-1,1,6000,-4,1,0,4000,0,6000,2,0,0
981,6,21,78,-4,1,-4,1,13,-4,59,3,-4,-4,1,0,534,-4,5,13000,-4,2,0,3000,0,6000,2,0,0
984,6,-4,102,-4,0,-4,1,14,-4,54,4,-4,-4,0,0,502,30000,3,25000,-4,2,0,0,10000,0,2,0,0
986,1,17,110,-4,0,-4,-4,14,-4,54,1,4,-4,0,0,617,0,4,15000,-4,2,0,0,10000,0,2,0,0
988,6,-4,-4,-4,0,-4,2,12,-4,50,3,-4,-4,0,1,472,12000,7,15000,-4,3,0,3300,3300,3400,2,1,0
989,6,17,110,-4,0,-4,1,16,-4,54,1,8,-4,0,1,495,9000,5,65000,1,2,0,3300,3300,3400,2,0,0
990,1,19,110,-4,0,-4,1,14,-4,55,1,4,-4,0,1,427,47000,3,30000,-4,1,0,5000,2500,2500,2,0,0
995,6,-4,109,14,0,-4,2,18,-4,52,1,10,-4,0,1,608,69000,2,60000,-4,1,1,3330,3330,3330,2,1,1
1003,6,17,103,-4,1,15,-4,12,-4,53,1,4,-4,0,-4,373,13000,1,-2,-4,1,0,0,0,10000,2,1,0
1009,6,-4,110,-4,0,-4,8,18,-4,52,4,-4,-4,0,-4,623,62000,2,75000,-4,1,0,0,0,10000,2,0,0
1013,6,19,110,-4,0,-4,4,13,-4,55,1,8,-4,0,1,668,36000,5,30000,-4,1,1,3300,3300,3400,2,0,0
1020,6,-4,92,-5,-5,-5,-5,12,-4,52,4,-4,-4,1,-4,653,-4,6,-2,-4,4,0,-2,-2,-2,2,0,0
1023,4,20,87,-5,0,-4,-4,15,-4,58,1,-2,-4,0,-4,497,54000,1,30000,-4,1,0,1000,9000,0,2,0,0
1027,6,-4,134,-5,1,5,10,16,-4,53,1,8,-4,1,1,373,8000,2,-2,-4,1,1,3000,4000,3000,2,0,0
1030,6,-4,114,-4,1,20,15,16,-4,51,1,5,-4,1,1,381,35000,5,50000,-4,1,0,5000,5000,0,2,0,1
1032,6,-4,72,-5,-5,-5,-5,-5,-4,52,5,-4,-4,0,-4,493,50000,3,50000,0,2,1,0,3300,6700,2,0,0
1047,6,-4,118,-4,0,-4,6,16,-4,55,1,10,-4,0,1,433,30000,1,-2,-4,1,0,5000,5000,0,2,0,0
1063,6,-4,120,-4,0,-4,4,16,-4,56,4,-4,-4,0,1,475,18000,5,60000,-4,2,0,-2,-2,-2,2,0,0
1065,6,-4,122,-4,0,-4,30,16,-4,54,1,10,-4,0,1,539,-4,1,100000,-4,1,1,6000,4000,0,2,0,0
1076,6,20,124,-4,0,-4,1,16,-4,56,1,10,-4,0,0,430,32000,2,70000,-4,1,0,0,0,10000,2,0,0
1085,1,-4,-4,-4,0,-4,1,16,-4,55,1,11,-4,0,0,548,22000,2,75000,-4,2,0,8000,1000,1000,2,0,0
1086,6,-4,-4,-4,1,-4,1,14,-4,50,1,4,-4,1,0,373,24000,1,95000,-4,1,0,0,0,10000,2,0,0
1103,1,18,-4,-4,0,-4,-4,12,-4,57,1,4,-4,0,-4,521,-4,2,40000,-4,1,0,3000,3000,4000,2,0,0
1105,6,-4,124,-4,0,-4,-4,16,-4,52,1,8,-4,0,-4,508,51000,1,-2,-4,1,0,-2,-2,-2,2,0,0
1112,6,-4,121,-4,0,-4,3,16,-4,57,1,8,-4,0,1,373,9000,2,24000,-4,1,0,3300,3400,3300,2,0,0
1113,6,19,126,-4,1,10,10,13,-4,55,4,-4,7,0,1,459,48000,3,40000,-4,1,1,3300,3300,3300,2,0,0
1115,2,17,93,-4,0,-4,5,12,-4,56,4,-4,-4,0,1,373,40000,3,20000,-4,1,0,-2,-2,-2,2,0,0
1118,6,-4,90,-4,0,-4,-4,12,-4,51,1,4,-4,0,-4,478,-4,2,-2,-4,1,0,-2,-2,-2,2,1,0
1126,1,17,103,-4,0,-4,1,12,-4,60,1,4,-4,0,0,571,-4,2,30000,-4,1,0,-2,-2,-2,2,0,0
1131,2,17,102,-4,0,-4,8,12,-4,56,1,4,-4,0,-4,499,-4,2,60000,-4,3,0,-2,-2,-2,2,0,0
1143,1,17,94,-4,1,2,-4,12,-4,53,4,-4,-4,0,0,476,60000,2,75000,-4,2,0,10000,0,0,2,0,0
1148,1,18,104,-4,1,10,1,12,-4,55,4,-4,-4,1,-4,373,40000,2,80000,-4,1,0,0,0,0,2,0,1
1157,6,-4,86,-4,-5,-5,-5,-5,-4,53,5,-4,-4,1,-4,428,-4,3,7400,-4,2,0,10000,0,0,2,0,0
1183,6,17,104,-4,1,12,-4,12,-4,53,1,5,-4,0,-4,564,-4,7,40000,-4,2,1,0,0,10000,2,0,0
1186,6,-4,86,-4,1,-4,1,12,-4,52,1,4,-4,1,1,585,24000,4,40000,-4,2,0,1000,2000,7000,2,0,0
1196,6,-4,-4,18,0,-4,1,18,-4,51,1,10,-4,0,1,373,60000,2,60000,-4,1,1,2000,6000,2000,2,0,0
1198,6,-4,97,-4,0,-4,-4,12,-4,52,1,6,-4,0,-4,646,65000,3,40000,-4,2,1,2000,2000,6000,2,0,0
1208,6,-4,108,-4,0,-4,-4,17,-4,56,1,10,-4,0,-4,718,-4,5,-2,-4,4,0,-2,-2,-2,2,0,0
1213,6,-4,-4,-4,0,-4,1,16,-4,55,4,-4,-4,0,-4,373,22000,2,-2,-4,1,0,10000,0,0,2,0,1
1214,1,17,100,-4,0,-4,1,13,-4,57,1,-1,-4,0,-4,475,50000,1,-1,-4,1,0,-1,-1,-1,2,0,0
1218,6,18,105,-4,0,-4,-4,12,-4,56,1,4,-4,0,0,573,18000,5,48000,-4,3,0,5000,0,5000,2,1,0
1234,1,18,76,-4,0,-4,-1,11,-4,60,4,-4,-4,0,1,519,-4,3,12000,-4,2,0,0,0,10000,2,0,0
1248,6,-4,-4,-4,0,-4,-4,18,-4,56,1,10,-4,0,-4,514,50000,2,-2,1,1,1,10000,0,0,2,2,0
1259,1,17,124,-4,1,-4,9,12,-4,57,1,11,-4,0,1,561,-4,4,60000,-4,2,0,8000,2000,0,2,0,0
1261,4,20,99,-4,0,-4,-4,16,-4,59,4,-4,-4,0,-4,596,9000,7,50000,-4,3,0,3000,4000,3000,2,1,0
1281,6,-4,117,-4,0,-4,-1,17,-4,56,4,-4,-4,0,0,532,7000,6,20000,-4,2,1,0,0,10000,2,0,1
1309,6,-4,115,-4,0,-4,-4,16,-4,57,1,9,-4,0,0,426,27000,1,50000,-4,1,1,3000,3000,4000,2,0,0
1320,6,18,-4,-4,0,-4,1,12,-4,57,4,-4,-4,0,-4,743,-4,6,6000,-4,4,0,0,0,0,2,0,0
1337,1,18,105,-4,0,-4,-4,12,-4,55,1,8,-4,0,-4,489,-4,2,-2,-4,1,0,5000,5000,0,2,0,0
1339,1,18,102,-4,0,-4,3,12,-4,56,1,4,-4,0,1,464,1800,3,35000,-4,1,0,10000,0,0,2,0,0
1340,1,18,95,-4,0,-4,-4,12,-4,58,1,10,-4,0,0,373,12000,1,30000,-4,1,0,0,5000,5000,2,0,0
1368,1,17,83,-4,0,-4,3,-5,-4,56,1,6,-4,0,1,416,-4,3,55000,-4,2,0,5000,5000,0,2,0,0
1369,6,18,82,-4,1,-4,-4,12,-4,55,4,-4,-4,1,-4,379,5000,4,-2,-4,2,0,-2,-2,-2,2,0,0
1376,6,17,-4,-5,1,9,8,12,-4,54,4,-4,-4,1,1,416,24000,3,30000,-4,1,1,0,0,3000,2,0,0
1396,1,-4,124,-4,0,-4,-4,18,-4,56,1,8,-4,0,-4,571,-4,4,50000,-4,1,0,0,0,10000,2,0,0
1398,6,-4,106,-4,0,-4,4,17,-4,51,1,4,-4,0,1,373,36000,4,99000,1,1,1,3000,0,3000,2,0,0
1411,6,18,119,-4,0,-4,-4,12,-4,55,1,4,-4,0,1,428,14000,4,25000,-4,1,0,0,5000,5000,2,0,1
1415,6,-4,99,-5,0,-4,-4,-5,-4,53,1,8,-4,0,-4,422,5000,1,40000,-4,1,1,-2,-2,-2,2,1,0
1418,1,18,111,-4,0,-4,-4,12,-4,55,1,4,-4,0,-4,524,-4,4,20000,-4,2,0,-2,-2,-2,2,0,0
1425,6,-4,107,-4,1,-4,-4,12,-4,51,1,4,-4,1,0,538,25000,3,-2,-4,1,0,2500,2500,5000,2,0,0
1441,1,17,118,10,1,10,5,14,-4,54,4,-4,-4,0,1,572,27000,3,27000,-4,1,0,5000,5000,0,2,0,1
1448,6,-4,93,-4,0,-4,-4,12,-4,51,1,4,-4,0,-4,447,-4,1,4800,-4,1,0,0,0,10000,2,0,0
1468,6,-4,86,-4,0,-4,-4,12,-4,53,5,-4,-4,0,-4,759,10000,5,-2,-4,2,0,0,0,10000,2,0,0
1469,6,18,123,-4,0,-4,1,12,-4,54,1,7,-4,0,1,433,27000,3,60000,-4,2,0,5000,0,0,2,0,0
1479,1,22,-4,-4,0,-4,30,16,-4,59,1,-1,-4,-1,-4,-4,-4,-1,-1,-4,-1,-1,-1,-1,-1,2,0,0
1492,6,18,99,-4,0,-4,2,12,-4,54,4,-4,-4,0,1,480,44000,3,100000,-4,1,0,10000,0,0,2,0,0
1499,6,-4,-4,-4,0,-4,-4,12,-4,50,1,4,-4,0,0,373,35000,1,20000,-4,1,0,3300,3300,3400,2,1,0
1506,6,-4,123,-4,0,-4,10,14,-4,53,1,7,-4,0,1,432,31000,3,-2,-4,1,0,10000,0,0,2,0,1
1512,6,-4,-4,-4,0,-4,-4,13,-4,55,1,4,-4,0,-4,543,8000,4,33000,-4,2,1,0,5000,5000,2,0,0
1513,1,21,112,-4,1,16,20,16,-4,57,1,10,-4,1,1,635,-4,2,90000,-4,3,0,6000,2000,2000,2,0,1
